PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba3_ChIPnexus/Elba3_ChIPnexus_q10_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba3_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba3_ChIPnexus/Elba3_ChIPnexus_q10_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elba3_ChIPnexus_peak_670b	chr2L	5906993	5907753	+	253	NA	intron (NM_135124, intron 1 of 17)	intron (NM_135124, intron 1 of 17)	204	NM_135124	33819	Dm.12933	NM_135124		bchs	Alfy|BcDNA:SD12984|Bchs|Beach1|CG14001|CG9011|DBEACH1|Dmel\CG14001|EP2299|alfy|bchd	blue cheese	protein-coding
Elba3_ChIPnexus_peak_13878e	chrX	15487603	15488340	+	253	NA	promoter-TSS (NM_001298351)	promoter-TSS (NM_001298351)	-404	NM_206717	32497		NM_206717		CG9220	Dmel\CG9220|dCHSY	CG9220	protein-coding
Elba3_ChIPnexus_peak_4344a	chr2R	12527628	12527887	+	253	NA	promoter-TSS (NM_001274099)	promoter-TSS (NM_001274099)	-241	NM_001274098	53425	Dm.3324	NM_144343		Alk	ALK|CG8250|DAlk|DAlk53|Dmel\CG8250|alk|dALK|dAlk|mili	Anaplastic lymphoma kinase	protein-coding
Elba3_ChIPnexus_peak_11100a	chr3R	20084019	20084474	+	252	NA	intron (NM_170138, intron 2 of 16)	intron (NM_170138, intron 2 of 16)	964	NM_001275976	42889	Dm.7884	NM_079754		jar	95F|95F MHC|CG5695|Dm 95F|Dm95F|Dmel\CG5695|Dro95F|JAG|Jaguar|Jar|M6|MHC95F|MYOVI|Mhc95F|Myo1A|MyoVI|Myosin VI|dMyoVI|jag|ms(3)06746|myo VI|myosins VI	jaguar	protein-coding
Elba3_ChIPnexus_peak_1600	chr2L	12522649	12522938	+	252	NA	intron (NM_001042892, intron 5 of 7)	intron (NM_001042892, intron 5 of 7)	14685	NR_047947	12798169		NR_047947		snoRNA:CG43051-a	CR43573|Dmel\CR43573|snoRNA:bun-a	ncRNA	ncRNA
Elba3_ChIPnexus_peak_4366a	chr2R	12821216	12821555	+	252	NA	intron (NM_166201, intron 6 of 14)	intron (NM_166201, intron 6 of 14)	-3717	NM_001274107	14462596	Dm.38821	NM_001274107		CG43788	Dmel\CG43788	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_12042	chr4	489643	489839	+	252	NA	TTS (NM_001272127)	TTS (NM_001272127)	1618	NM_001347760	3772538	Dm.13908	NM_001347760		CG33941	BcDNA:GM01028|CG13303|CR33941|CT32596|Dmel\CG33941|MRE3|pncr013:4	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_10523a	chr3R	15469788	15470246	+	252	NA	promoter-TSS (NM_142564)	promoter-TSS (NM_142564)	91	NM_001300478	42341	Dm.1254	NM_058089		Vha13	ATP6V1G|BcDNA:AT14009|CG6213|Dmel\CG6213|VhaG|chr3R:15469897..15470039|cnj|conjoined|l(3)05113|vha13	Vacuolar H[+] ATPase 13kD subunit	protein-coding
Elba3_ChIPnexus_peak_6762	chr3L	11003752	11004081	+	252	NA	Intergenic	Intergenic	-1628	NM_001300095	39228	Dm.4755	NM_057714		klu	CG12296|Dmel\CG12296|KLU|Klu|P09036|l(3)09036|l(3)10052	klumpfuss	protein-coding
Elba3_ChIPnexus_peak_7955	chr3L	20293206	20293333	+	252	NA	non-coding (NR_073956, exon 2 of 2)	non-coding (NR_073956, exon 2 of 2)	759	NR_073956	14462890		NR_073956		CR43872	CG43872|Dmel\CR43872	ncRNA	ncRNA
Elba3_ChIPnexus_peak_8795a	chr3R	1620363	1620638	+	251	NA	promoter-TSS (NM_141334)	promoter-TSS (NM_141334)	73	NM_001275372	40720	Dm.13656	NM_141334		CG10979	Dmel\CG10979	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_308b	chr2L	2739951	2740348	+	251	NA	promoter-TSS (NM_164497)	promoter-TSS (NM_164497)	107	NM_080360	33458	Dm.274	NM_080360		Hrs	CG2903|DmHRS|Dmel\CG2903|HRS|HRS-2|Vps27|dHrs|hrs|l(2)23AB5|l(2)23Ad|l(2)23Ad(Hrs)|vps27	Hepatocyte growth factor regulated tyrosine kinase substrate	protein-coding
Elba3_ChIPnexus_peak_5144	chr2R	19105121	19105457	+	251	NA	Intergenic	Intergenic	-6227	NM_137925	37681	Dm.5600	NM_137925		LS2	CG3162|Dmel\CG3162|cg3162	Large Subunit 2	protein-coding
Elba3_ChIPnexus_peak_7109	chr3L	13918619	13918944	+	251	NA	promoter-TSS (NM_176327)	promoter-TSS (NM_176327)	-346	NM_176327	44115	Dm.6516	NM_079958		Rgl	CG8865|DRgl|Dmel\CG8865|RalGDS|RasGDS|dRGL|rgl	Ral guanine nucleotide dissociation stimulator-like	protein-coding
Elba3_ChIPnexus_peak_4302c	chr2R	12209363	12209808	+	251	NA	promoter-TSS (NM_137274)	promoter-TSS (NM_137274)	44	NM_166162	246454	Dm.21471	NM_166162		CG30096	Dmel\CG30096	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_1737	chr2L	13837568	13837997	+	251	NA	intron (NM_165067, intron 1 of 7)	intron (NM_165067, intron 1 of 7)	2218	NM_165067	34803	Dm.1977	NM_078838		CenG1A	AGAP|BG:DS08220.1|CG16866|CG16867|CG31811|CG7982|Dmel\CG31811|cenG|cenG1A|cenG1a|ceng1A	Centaurin gamma 1A	protein-coding
Elba3_ChIPnexus_peak_259	chr2L	2163658	2164000	+	251	NA	intron (NM_001272981, intron 1 of 3)	intron (NM_001272981, intron 1 of 3)	-2302	NM_164457	33392	Dm.267	NM_078731		aop	AOP|Aop|Aop/Yan|CG3166|DROYANET|DROYANETSB|Dmel\CG3166|SK2-1|YAN|Yan|aop/yan|fus6|pok|yan|yan/pok	anterior open	protein-coding
Elba3_ChIPnexus_peak_3303	chr2R	5295492	5295728	+	250	NA	intron (NM_165674, intron 2 of 6)	intron (NM_165674, intron 2 of 6)	1387	NM_057845	35966	Dm.3348	NM_057845		wun	CG8804|Dmel\CG8804|LPP-like|Wun|Wunen|l(2)k16806	wunen	protein-coding
Elba3_ChIPnexus_peak_1505d	chr2L	11808741	11809224	+	250	NA	promoter-TSS (NM_057897)	promoter-TSS (NM_057897)	-10	NM_057896	34592	Dm.3562	NM_057895		crol	CG14938|Crol|Dmel\CG14938|ORE-15|anon-EST:Liang-1.74|anon-EST:Liang-2.48|clone 1.74|clone 2.48|crol alpha|crol beta|crol gamma|l(2)04418|l(2)s2346	crooked legs	protein-coding
Elba3_ChIPnexus_peak_14425d	chrX	19745363	19746281	+	250	NA	promoter-TSS (NM_134518)	promoter-TSS (NM_134518)	270	NM_134519	33003	Dm.20466	NM_134519		pico	BcDNA:LP01106|CG11940|Dmel\CG11940|Grb10|Pico|jog	pico	protein-coding
Elba3_ChIPnexus_peak_7083b	chr3L	13444460	13444875	+	249	NA	5' UTR (NM_140396, exon 1 of 15)	5' UTR (NM_140396, exon 1 of 15)	797	NM_001259813	39516	Dm.27139	NM_140396		CG10738	Dmel\CG10738|GYC	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_12768	chrX	4583053	4583235	+	249	NA	intron (NM_167015, intron 1 of 2)	intron (NM_167015, intron 1 of 2)	908	NM_001258601	31405	Dm.5892	NM_080336		ctp	CG6998|Cdlc1|Ctp|DLC8|Ddlc-1|Ddlc1|Dlc|Dmel\CG6998|LC8|anon-WO03040301.128|ddlc1|dlc|l(1)G0153|l(1)G0204|l(1)G0207|l(1)G0244|l(1)G0248|l(1)G0338|l(1)G0371|l(1)G0387|l(1)G0432|l(1)G0445|lincRNA.S8635	cut up	protein-coding
Elba3_ChIPnexus_peak_9444	chr3R	6579557	6579701	+	249	NA	intron (NM_141755, intron 6 of 8)	intron (NM_141755, intron 6 of 8)	1727	NM_141755	41287	Dm.13348	NM_141755		CG14691	Dmel\CG14691	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_11698	chr3R	25843599	25843710	+	249	NA	exon (NM_143506, exon 8 of 10)	exon (NM_143506, exon 8 of 10)	-2648	NM_143505	43562	Dm.1376	NM_143505		CG7920	BEST:GH02390|Dmel\CG7920|GH02390.5prime|anon-WO0153538.36|anon-WO0153538.37|i130	CG7920	protein-coding
Elba3_ChIPnexus_peak_4322b	chr2R	12403555	12403919	+	249	NA	promoter-TSS (NM_134303)	promoter-TSS (NM_134303)	82	NM_134303	36846	Dm.14046	NM_058159		Sema2a	112/40|BcDNA:LD09561|CG4700|CT14922|D-Sema II|D-Sema-II|D-Sema2a|D-SemaII|D-semaII|Dmel\CG4700|Dsema-II|Sema-2a|SemaII|dSema-II|l(2)03021|sema 2a|sema II|sema-2a|sema-II|sema2a|semaII	Semaphorin 2a	protein-coding
Elba3_ChIPnexus_peak_4684b	chr2R	15343621	15344567	+	249	NA	5' UTR (NM_001014542, exon 1 of 14)	5' UTR (NM_001014542, exon 1 of 14)	419	NM_206172	2768852	Dm.2222	NM_206171		par-1	27C1|BcDNA:RH48823|CG11960|CG16701|CG30131|CG30132|CG8201|DPAR-1|DPar1|Dmel\CG8201|EMK|MARK|PAR-1|PAR1|PAR1/MARK2|Par-1|Par1|anon-WO0210402.19|dMARK|dPAR-1|dPAR1|dPar-1|dPar1|l(2)27C1|l(2)k06323|par1	par-1	protein-coding
Elba3_ChIPnexus_peak_10082d	chr3R	11923925	11924548	+	249	NA	promoter-TSS (NM_001300425)	promoter-TSS (NM_001300425)	247	NM_169700	41955	Dm.7971	NM_169700		Mhcl	CG10218|CG10224|CG31045|DmPDZ|Dmel\CG31045|MHCL(PDZ)|Myo7A	Myosin heavy chain-like	protein-coding
Elba3_ChIPnexus_peak_7824b	chr3L	19287793	19288253	+	248	NA	non-coding (NR_133278, exon 1 of 1)	non-coding (NR_133278, exon 1 of 1)	156	NM_080528	43927	Dm.3445	NM_080528		fal	CG9670|Dmel\CG9670|Q9VVY4_DROME	falten	protein-coding
Elba3_ChIPnexus_peak_14289	chrX	18700612	18700798	+	248	NA	promoter-TSS (NM_133099)	promoter-TSS (NM_133099)	-22	NM_133099	32873	Dm.17299	NM_133099		CG7058	Dmel\CG7058	CG7058	protein-coding
Elba3_ChIPnexus_peak_7863b	chr3L	19680366	19680757	+	248	NA	promoter-TSS (NM_140884)	promoter-TSS (NM_140884)	-108	NM_140884	40147	Dm.15135	NM_140884		CG8765	Dmel\CG8765	CG8765	protein-coding
Elba3_ChIPnexus_peak_11211	chr3R	20870650	20870932	+	248	NA	promoter-TSS (NM_001144637)	promoter-TSS (NM_001144637)	82	NM_170190	326119	Dm.20795	NM_170190		5PtaseI	BcDNA:RE64196|CG31107|CG31110|CG42283|CG7613|Dmel\CG42283|Dmel_CG31107|Dmel_CG31110|IPP|dm5PtaseI	5PtaseI	protein-coding
Elba3_ChIPnexus_peak_3120	chr2R	3915866	3916173	+	248	NA	TTS (NR_124461)	TTS (NR_124461)	919	NR_124461	14462567		NR_073857		CR43724	Dmel\CR43724|lincRNA.263	ncRNA	ncRNA
Elba3_ChIPnexus_peak_215	chr2L	1710329	1710526	+	248	NA	promoter-TSS (NM_134769)	promoter-TSS (NM_134769)	-6	NM_134768	33347	Dm.7741	NM_134768		CG17660	Dmel\CG17660	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_9034b	chr3R	3834750	3835162	+	247	NA	promoter-TSS (NM_141501)	promoter-TSS (NM_141501)	5	NM_143924	49997	Dm.14332	NM_143924		CG11052	Dmel\CG11052	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_9384	chr3R	6089899	6090276	+	247	NA	promoter-TSS (NM_001275529)	promoter-TSS (NM_001275529)	59	NM_206469	41256	Dm.13374	NM_141734		CG43143	CG11870|CG11871|CG11872|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_13924a	chrX	15710760	15711195	+	247	NA	intron (NM_001272652, intron 1 of 10)	intron (NM_001272652, intron 1 of 10)	-1207	NM_206727	32536	Dm.6072	NM_078614		sd	CG8544|DROEXO|DROEXO2|Dmel\CG8544|EP(X)1088|EP1088|SD|Sd|TEAD|anon-EST:Liang-2.14|clone 2.14|l(1)G0239|l(1)G0262|l(1)G0309|l(1)G0315|l(1)G0483|l(1)HF394|l(1)III|sp	scalloped	protein-coding
Elba3_ChIPnexus_peak_1384b	chr2L	10647686	10648243	+	247	NA	exon (NM_135585, exon 2 of 5)	exon (NM_135585, exon 2 of 5)	1549	NM_135585	34461		NM_135585		CG17097	Dmel\CG17097|anon-SAGE:Wang-018	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_1264c	chr2L	10009303	10009700	+	247	NA	promoter-TSS (NM_001259031)	promoter-TSS (NM_001259031)	120	NM_057660	34333	Dm.4795	NM_057660		Trp1	CG4758|Dmel\CG4758|Dtrp1|Tp1|sec62	Translocation protein 1	protein-coding
Elba3_ChIPnexus_peak_4362	chr2R	12744577	12744790	+	247	NA	promoter-TSS (NR_048130)	promoter-TSS (NR_048130)	-235	NR_048130	12798321		NR_048130		snoRNA:Dek-a	CR43577|Dmel\CR43577|chr2R:12372273..12372375|snoHACA_04|snoRNA:dek-a	ncRNA	ncRNA
Elba3_ChIPnexus_peak_9016a	chr3R	3732817	3733129	+	246	NA	promoter-TSS (NM_001144551)	promoter-TSS (NM_001144551)	-82	NM_141491	40934	Dm.1094	NM_141491		Taf7	CG2670|Dmel\CG2670|E|TAF|TAF55|TAF7|TAF[[II]]|TAF[[II]]55|TFIID|Taf55|anon-84Ec|dTAF[[II]]55	TBP-associated factor 7	protein-coding
Elba3_ChIPnexus_peak_7905a	chr3L	19921545	19921896	+	246	NA	promoter-TSS (NM_140905)	promoter-TSS (NM_140905)	-112	NM_140904	40178	Dm.11152	NM_140904		CG8004	Dmel\CG8004	CG8004	protein-coding
Elba3_ChIPnexus_peak_7438a	chr3L	15996977	15997482	+	246	NA	intron (NM_001274983, intron 1 of 6)	intron (NM_001274983, intron 1 of 6)	607	NM_140568	39748	Dm.15257	NM_140568		CG5830	24664944|Dmel\CG5830	CG5830	protein-coding
Elba3_ChIPnexus_peak_7125c	chr3L	13995186	13996176	+	246	NA	promoter-TSS (NM_140423)	promoter-TSS (NM_140423)	454	NM_140424	39551	Dm.954	NM_140424		upSET	CG9007|Dmel\CG9007	upSET	protein-coding
Elba3_ChIPnexus_peak_7866b	chr3L	19778026	19778214	+	246	NA	intron (NM_001275134, intron 2 of 17)	intron (NM_001275134, intron 2 of 17)	6021	NM_079441	40153	Dm.2520	NM_079441		CG42637	Dmel\CG42637|Dmel_CG8742	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_14028d	chrX	16277707	16278329	+	246	NA	promoter-TSS (NM_167512)	promoter-TSS (NM_167512)	281	NM_167513	32605	Dm.180	NM_132893		CG9992	Dmel\CG9992	CG9992	protein-coding
Elba3_ChIPnexus_peak_620c	chr2L	5403580	5404047	+	245	NA	promoter-TSS (NM_135082)	promoter-TSS (NM_135082)	-467	NM_135082	33769	Dm.4780	NM_135082		H15	CG6604|Dm-H15|Dmel\CG6604|Nmr|Nmr-1|Tbx20|dm-H15|nmr|nmr1|nmr[H15]	H15	protein-coding
Elba3_ChIPnexus_peak_6806e	chr3L	11208786	11209395	+	245	NA	intron (NM_001300101, intron 1 of 6)	intron (NM_001300101, intron 1 of 6)	211	NM_001202153	39268	Dm.15398	NM_140197		CG42671	CG18490|CG34240|Dmel\CG42671|Dmel_CG18490|Dmel_CG34240	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_14038b	chrX	16340924	16341273	+	245	NA	promoter-TSS (NM_132902)	promoter-TSS (NM_132902)	-72	NM_001298400	32617	Dm.3157	NM_132902		eIF-2alpha	CG9946|Dmel\CG9946|EIF-2alpha|Eif2alpha|IF2A_DROME|M(1)14C|M(1)19-153|M(1)8e3-10|deIF2alpha|eIF-2|eIF-2 a|eIF-2 alpha|eIF-2alphaeIF-2alpha|eIF2 alpha|eIF2-alpha|eIF2a|eIF2alpha|eiF-2alpha|elF2alpha|l(1)14Cf|l(1)19-153	eukaryotic translation Initiation Factor 2alpha	protein-coding
Elba3_ChIPnexus_peak_613	chr2L	5366861	5367110	+	244	NA	Intergenic	Intergenic	14089	NR_124086	19835196		NR_124086		CR42850	CG42850|Dmel\CR42850	ncRNA	ncRNA
Elba3_ChIPnexus_peak_8966	chr3R	2975558	2975692	+	244	NA	intron (NM_001275406, intron 1 of 3)	intron (NM_001275406, intron 1 of 3)	1065	NM_001014610	40858	Dm.14817	NM_001014609		gfzf	CG10065|CG31329|CG31492|CG33546|Dmel\CG33546|GFZF|Su(Kpn)|cg10065|dGFZF|l(3)84Cc	GST-containing FLYWCH zinc-finger protein	protein-coding
Elba3_ChIPnexus_peak_10219d	chr3R	12744646	12745193	+	244	NA	intron (NR_048412, intron 1 of 6)	intron (NR_048412, intron 1 of 6)	3930	NR_048412	12798430		NR_048412		iab-8	CG31270|CR43261|Dmel\CR43261|Dmel_CG31270|iab|iab-8 ncRNA|iab-8ncRNA|miR-iab-8|mpa|msa	iab-8 non-coding RNA	ncRNA
Elba3_ChIPnexus_peak_524a	chr2L	4623141	4623309	+	244	NA	Intergenic	Intergenic	3638	NR_124074	19835094		NR_124074		CR44609	Dmel\CR44609|lincRNA.41	ncRNA	ncRNA
Elba3_ChIPnexus_peak_8110a	chr3L	21129032	21129411	+	244	NA	promoter-TSS (NM_141027)	promoter-TSS (NM_141027)	-69	NM_141027	40332	Dm.2089	NM_141027		CG10565	Dmel\CG10565	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_1941c	chr2L	16268099	16268656	+	244	NA	intron (NM_001299047, intron 2 of 2)	intron (NM_001299047, intron 2 of 2)	6236	NM_135938	34955	Dm.12032	NM_135938		CG4935	BG:DS02740.2|Dmel\CG4935|MET30	CG4935	protein-coding
Elba3_ChIPnexus_peak_13685	chrX	13116212	13116378	+	244	NA	intron (NM_167354, intron 3 of 8)	intron (NM_167354, intron 3 of 8)	9924	NM_132638	32274	Dm.2002	NM_132638		REG	CG1591|DmREGgamma|Dmel\CG1591|REGgamma|dREG|dREGgamma|dReg|dReggamma	REG	protein-coding
Elba3_ChIPnexus_peak_3779	chr2R	8622193	8622306	+	243	NA	intron (NM_001273996, intron 2 of 8)	intron (NM_001273996, intron 2 of 8)	18192	NM_136973	36404	Dm.23915	NM_136973		Mos	CG8767|D-mos|DMOS|Dmel\CG8767|MOS|dmos|mos	Mos oncogene	protein-coding
Elba3_ChIPnexus_peak_11333c	chr3R	21877507	21878067	+	243	NA	promoter-TSS (NM_143198)	promoter-TSS (NM_143198)	192	NM_206576	43163	Dm.13748	NM_143197		Exo84	CG6095|DExo84|Dmel\CG6095|Exo84p|anon-WO0153538.55|exo84|onr	Exocyst 84	protein-coding
Elba3_ChIPnexus_peak_3393	chr2R	5920295	5920482	+	243	NA	promoter-TSS (NM_136701)	promoter-TSS (NM_136701)	10	NM_001299335	36043	Dm.3930	NM_136700		CG1407	Dmel\CG1407	CG1407	protein-coding
Elba3_ChIPnexus_peak_598a	chr2L	5270642	5271198	+	243	NA	TTS (NM_135074)	TTS (NM_135074)	464	NM_175975	33753	Dm.7011	NM_175975		tkv	Atkv|Atr25D|Brk25D|Brk25D1|Brk25D2|CG14026|Dmel\CG14026|Dtfr|STK-A|TKV|TKV1|Tkv|dtfr|kv|l(2)04415|l(2)25Da|str|tkv1|tkva	thickveins	protein-coding
Elba3_ChIPnexus_peak_12287b	chrU	9151231	9151371	+	243	NA	intron (NR_004007, intron 2 of 4)	(AATAG)n|Simple_repeat|Simple_repeat	-34523	NR_004020	5740646		NR_004020		CR41550	Dmel\CR41550	ribosomal RNA	rRNA
Elba3_ChIPnexus_peak_10575	chr3R	15883424	15883574	+	243	NA	promoter-TSS (NM_142608)	promoter-TSS (NM_142608)	29	NM_142608	42397	Dm.4467	NM_142608		mdlc	CG4973|Dmel\CG4973	midlife crisis	protein-coding
Elba3_ChIPnexus_peak_13870	chrX	15446297	15446436	+	243	NA	intron (NM_001272646, intron 1 of 5)	intron (NM_001272646, intron 1 of 5)	1945	NM_001272646	32485	Dm.3052	NM_057951		Ac13E	AC 13E|AC13E|Ac35C|CG9210|DAC9|Dmel\CG9210|ac13e	Adenylyl cyclase 35C	protein-coding
Elba3_ChIPnexus_peak_12140	chr4	1044758	1044878	+	243	NA	intron (NM_079898, intron 1 of 9)	FB4_DM|DNA|Tc1	2909	NM_166805	43832	Dm.1408	NM_079898		PlexA	BcDNA:GM05237|CG11081|D-Plex A|DPlexA|Dmel\CG11081|Plex1|PlexA1|lincRNA.927|plex|plex A|plexA	Plexin A	protein-coding
Elba3_ChIPnexus_peak_2797	chr2R	1496060	1496178	+	243	NA	promoter-TSS (NM_001259212)	promoter-TSS (NM_001259212)	-21	NM_143844	49893	Dm.5995	NM_143844		CG17508	Dmel\CG17508	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_11780	chr3R	26539425	26539575	+	243	NA	Intergenic	Intergenic	-1347	NR_133491	26067530		NR_133491		CR46219	Dmel\CR46219|lincRNA.903	ncRNA	ncRNA
Elba3_ChIPnexus_peak_7406	chr3L	15734916	15735020	+	243	NA	Intergenic	Intergenic	-5535	NR_124949	19836058		NR_124949		CR45240	Dmel\CR45240	ncRNA	ncRNA
Elba3_ChIPnexus_peak_6167	chr3L	5336144	5336350	+	243	NA	TTS (NM_079209)	TTS (NM_079209)	8301	NR_124792	19835771		NR_124792		CR45742	Dmel\CR45742	ncRNA	ncRNA
Elba3_ChIPnexus_peak_13159	chrX	8051584	8051758	+	243	NA	promoter-TSS (NM_132226)	promoter-TSS (NM_132226)	10	NM_132226	31747		NM_132226		GIIIspla2	BEST:HL07869|CG1583|Dmel\CG1583|GIIIsPLA2|Giiispla2	Phospholipase A2 group III	protein-coding
Elba3_ChIPnexus_peak_6891	chr3L	12059020	12059224	+	243	NA	Intergenic	Intergenic	-1163	NM_001274808	39368	Dm.3499	NM_140285		rols	ANTS|Ants|CG12277|CG17155|CG32096|CG5679|Dmel\CG32096|Rol/Ants|Rols|Rols6|Rols7|anon-WO0257455.19|ants|ants/rols|l(3)08232|l(3)68Fd|l(3)j2A6|rols\ants	rolling pebbles	protein-coding
Elba3_ChIPnexus_peak_13747b	chrX	13631932	13632215	+	243	NA	promoter-TSS (NM_132688)	promoter-TSS (NM_132688)	98	NM_001272601	32334	Dm.5343	NM_132688		CG11134	1|Dmel\CG11134	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_5900	chr3L	2958217	2958483	+	243	NA	3' UTR (NM_001202109, exon 13 of 13)	3' UTR (NM_001202109, exon 13 of 13)	2699	NM_001038898	3885633	Dm.26329	NM_001038898		CG34025	BP1082|Dmel\CG34025|HDC08169	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_13944b	chrX	15764735	15765353	+	243	NA	intron (NM_206740, intron 1 of 5)	intron (NM_206740, intron 1 of 5)	828	NM_206740	32546	Dm.7172	NM_132857		CG16952	Dmel\CG16952	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_956	chr2L	7984201	7984337	+	243	NA	promoter-TSS (NM_001103647)	promoter-TSS (NM_001103647)	-73	NM_001103647	5740414	Dm.4534	NM_135320		Snoo	CG34421|CG7093|CG7233|Dmel\CG34421|Dmel_CG7093|Dmel_CG7233|DskiL|Sno|SnoA|SnoI|SnoN|SnoN2|dSki|dSno|dSnoN|dsno|dsnoN|l(2)SH1402|l(2)SH2 1402|snoN|snoo	Sno oncogene	protein-coding
Elba3_ChIPnexus_peak_2759c	chr2R	864126	864458	+	243	NA	intron (NM_206022, intron 5 of 7)	HELENA_RT|LINE|Jockey	56008	NR_073827	14462539		NR_073827		CR44105	Dmel\CR44105	ncRNA	ncRNA
Elba3_ChIPnexus_peak_11742	chr3R	26111051	26111203	+	243	NA	intron (NM_176591, intron 1 of 5)	intron (NM_176591, intron 1 of 5)	7473	NM_176591	43604	Dm.1909	NM_079853		hdc	CG15532|Dmel\CG15532|Hdc|l(3)B4-3-20|psg12	headcase	protein-coding
Elba3_ChIPnexus_peak_3875b	chr2R	9337372	9338084	+	242	NA	promoter-TSS (NM_001038855)	promoter-TSS (NM_001038855)	252	NM_001259364	36491	Dm.4773	NM_057736		cnn	CG 4832|CG18370|CG4832|CNN|Cnn|Cnn1|Dmel\CG4832|cen|mat(2)syn-C|mat(2)synHK21|mfs|obv	centrosomin	protein-coding
Elba3_ChIPnexus_peak_1168d	chr2L	9454437	9454993	+	242	NA	intron (NM_001273362, intron 2 of 4)	intron (NM_001273362, intron 2 of 4)	4885	NM_078799	34263	Dm.4492	NM_078799		numb	CG3779|Dmel\CG3779|N7-1|Nb|Numb|d-numb|dNumb|l(2)03235|l(2)3235|l(2)s2201|nb|numbs	numb	protein-coding
Elba3_ChIPnexus_peak_425	chr2L	3682242	3682570	+	242	NA	intron (NM_001298663, intron 4 of 7)	intron (NM_001298663, intron 4 of 7)	10181	NM_134953	33589	Dm.20429	NM_134953		CG16704	BcDNA:RH31195|CT37177|Dmel\CG16704	uncharacterized protein	protein-coding
Elba3_ChIPnexus_peak_670c	chr2L	5906993	5907753	+	242	NA	intron (NM_135124, intron 1 of 17)	intron (NM_135124, intron 1 of 17)	204	NM_135124	33819	Dm.12933	NM_135124		bchs	Alfy|BcDNA:SD12984|Bchs|Beach1|CG14001|CG9011|DBEACH1|Dmel\CG14001|EP2299|alfy|bchd	blue cheese	protein-coding
Elba3_ChIPnexus_peak_3875c	chr2R	9337372	9338084	+	242	NA	promoter-TSS (NM_001038855)	promoter-TSS (NM_001038855)	252	NM_001259364	36491	Dm.4773	NM_057736		cnn	CG 4832|CG18370|CG4832|CNN|Cnn|Cnn1|Dmel\CG4832|cen|mat(2)syn-C|mat(2)synHK21|mfs|obv	centrosomin	protein-coding
Elba3_ChIPnexus_peak_6206	chr3L	5772602	5772820	+	242	NA	promoter-TSS (NM_139730)	promoter-TSS (NM_139730)	-20	NM_139730	38649	Dm.4639	NM_139730		Myt1	CG10569|CG32417|Dmel\CG32417|Dmyt1|MYT 1|MYT1|dMyt1|myt1	Myt1	protein-coding
Elba3_ChIPnexus_peak_460	chr2L	4185800	4186264	+	242	NA	promoter-TSS (NR_133067)	promoter-TSS (NR_133067)	61	NR_133067	26067122		NR_133067		CR45791	Dmel\CR45791	ncRNA	ncRNA
Elba3_ChIPnexus_peak_3052e	chr2R	3376857	3377540	+	242	NA	5' UTR (NM_080033, exon 1 of 6)	5' UTR (NM_080033, exon 1 of 6)	130	NM_165534	44653	Dm.1824	NM_080033		wech	CG1624|CG42396|Dmel\CG42396|Dpld|Wech|dpld|lin-41	wech	protein-coding
Elba3_ChIPnexus_peak_630b	chr2L	5480524	5480835	+	242	NA	Intergenic	Intergenic	-6226	NR_124090	19835419		NR_124090		CR45287	Dmel\CR45287	ncRNA	ncRNA
Elba3_ChIPnexus_peak_430b	chr2L	3771607	3772029	+	242	NA	promoter-TSS (NM_001258934)	promoter-TSS (NM_001258934)	-102	NM_001258934	33602	Dm.4025	NM_057535		bowl	17-29-5|BOWL|Bowl|CG10021|Dmel\CG10021|Su(tor)2-1|l(2)c|org2	brother of odd with entrails limited	protein-coding
