PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba2_ChIPnexus/Elba2_ChIPnexus_q1.3_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba2_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba2_ChIPnexus/Elba2_ChIPnexus_q1.3_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elba2_ChIPnexus_peak_908	chr2R	9480161	9480248	+	103	NA	promoter-TSS (NM_137047)	promoter-TSS (NM_137047)	640	NM_001274029	36513	Dm.433	NM_137046		CG6191	BcDNA:GH06193|Dmel\CG6191|Dromel_CG6191_FBtr0087678_mORF	CG6191	protein-coding
Elba2_ChIPnexus_peak_2916	chrU	7228356	7228544	+	103	NA	Intergenic	STALKER4_I|LTR|Gypsy	15376	NR_026614	7354455		NR_026614		Su(Ste):CR42420	CR42420|Dmel\CR42420	ncRNA	ncRNA
Elba2_ChIPnexus_peak_2494	chr3R	15289092	15289219	+	103	NA	promoter-TSS (NM_001043259)	promoter-TSS (NM_001043259)	-100	NM_001043257	42327	Dm.16710	NM_001043256		Dys	CG17750|CG31175|CG34157|CG7240|CG7243|CG7344|DLP|DLP1|DLP186|DLP2|DLP3|DmDLP|DmDYS|Dmel\CG34157|Dp117|Dp186|Dp205|GI3046716|IDLP|det|dmDLP|dmDp186|dmDys|dys	Dystrophin	protein-coding
Elba2_ChIPnexus_peak_411	chr2L	15257647	15257703	+	103	NA	TTS (NM_135900)	TTS (NM_135900)	1094	NM_135900	34893	Dm.18498	NM_135900		l(2)35Cc	BG:DS07295.5|CG15266|Dmel\CG15266|br50|l(2)br50|l35Cc	lethal (2) 35Cc	protein-coding
Elba2_ChIPnexus_peak_3296	chrX	16191119	16191239	+	103	NA	promoter-TSS (NM_001103527)	promoter-TSS (NM_001103527)	63	NM_001103527	32589	Dm.6627	NM_167497		CG3632	Dmel\CG3632	CG3632	protein-coding
Elba2_ChIPnexus_peak_2438	chr3R	12971789	12971841	+	103	NA	intron (NM_142350, intron 4 of 5)	intron (NM_142350, intron 4 of 5)	3319	NM_001275731	42076	Dm.11392	NM_142350		m-cup	CG11896|Dmel\CG11896	mann-cup	protein-coding
Elba2_ChIPnexus_peak_1912	chr3L	20688617	20688783	+	103	NA	promoter-TSS (NM_079463)	promoter-TSS (NM_079463)	-222	NM_079463	40287	Dm.2511	NM_079463		kni	CG4717|Dmel\CG4717|KNI|KNIRPS|Kn|Kni|NR0A1|kn|knr|ri	knirps	protein-coding
Elba2_ChIPnexus_peak_2939	chrU	10033851	10033904	+	103	NA	Intergenic	(CACAA)n|Simple_repeat|Simple_repeat	4252	NR_133557	26067168		NR_133557		2SrRNA:CR45840	CR45840|Dmel\CR45840	2S ribosomal RNA:CR45840	rRNA
Elba2_ChIPnexus_peak_1111	chr2R	16201869	16201949	+	103	NA	promoter-TSS (NM_001169744)	promoter-TSS (NM_001169744)	-781	NM_001169744	37302	Dm.5179	NM_137628		CG13868	Dmel\CG13868|anon-WO0153538.60	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2313	chr3R	9277825	9277898	+	103	NA	intron (NM_001260157, intron 1 of 16)	intron (NM_001260157, intron 1 of 16)	1549	NM_001038963	41657	Dm.25190	NM_001038963		CG14372	14372|BP1073|CT34011|Dmel\CG14372	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1258	chr2RHet	347905	347976	+	103	NA	Intergenic	STALKER4_I|LTR|Gypsy	-42833	NM_001015176	3354930	Dm.7153	NM_001015174		CG40191	BEST:HL02313|BcDNA:LD12604|Dmel\CG40191	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2400	chr3R	12376026	12376088	+	103	NA	intron (NM_001260212, intron 3 of 16)	intron (NM_001260212, intron 3 of 16)	-21180	NM_142303	42013	Dm.4286	NM_142303		CG14891	Dmel\CG14891|FBXL13	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2703	chr3R	22892615	22892725	+	103	NA	intron (NM_170312, intron 1 of 4)	intron (NM_170312, intron 1 of 4)	1512	NM_001276075	14462523	Dm.31693	NM_001276075		CG43935	Dmel\CG43935	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1952	chr3L	21577814	21577973	+	103	NA	Intergenic	Intergenic	-2035	NM_001275251	40398	Dm.3243	NM_141079		TfAP-2	AP-2|AP-2alpha|CG7807|DAP-2|Dmel\CG7807|dAP-2|dAP-2alpha|dTfap2|l(3)1215	Transcription factor AP-2	protein-coding
Elba2_ChIPnexus_peak_1199	chr2R	19519961	19520141	+	103	NA	promoter-TSS (NM_057516)	promoter-TSS (NM_057516)	-82	NM_001299844	45976	Dm.20640	NM_057516		retn	2535|BcDNA:LD35748|CG5403|DRI|Dead Ringer/Retain|Dmel\CG5403|Dri|EHMT|EY2-10|Retn|dri|l(2)02535|retn/dri	retained	protein-coding
Elba2_ChIPnexus_peak_2008	chr3LHet	1819327	1819380	+	103	NA	Intergenic	Intergenic	-100637	NM_001170386	8674042		NM_001170386		CG42598	Dmel\CG42598	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2050	chr3R	678143	678293	+	103	NA	promoter-TSS (NM_079504)	promoter-TSS (NM_079504)	-317	NM_079504	40605	Dm.1066	NM_079504		opa	CG1133|Dmel\CG1133|Opa	odd paired	protein-coding
Elba2_ChIPnexus_peak_454	chr2L	16816694	16816812	+	103	NA	promoter-TSS (NM_135969)	promoter-TSS (NM_135969)	93	NM_165195	44887	Dm.5403	NM_135969		mdy	CG13273|CG17937|CG17938|CG31991|CT39962|DGAT|DGAT1|Dgat1|Dmel\CG31991|Mdy|mdcds_3562	midway	protein-coding
Elba2_ChIPnexus_peak_1150b	chr2R	17390041	17390259	+	102	NA	promoter-TSS (NM_137741)	promoter-TSS (NM_137741)	548	NM_166454	37451	Dm.20433	NM_079080		MESK2	BcDNA:GH12032|BcDNA:LD27504|BcDNA:RH10174|CG15668|CG15669|Dmel\CG15669|Mesk2|l(2)01467|mesk2	Misexpression suppressor of KSR 2	protein-coding
Elba2_ChIPnexus_peak_2076	chr3R	1414070	1414235	+	102	NA	promoter-TSS (NM_141298)	promoter-TSS (NM_141298)	-50	NM_141297	40676	Dm.17174	NM_141297		CG2926	Dmel\CG2926	CG2926	protein-coding
Elba2_ChIPnexus_peak_1378	chr3L	3339400	3339501	+	102	NA	intron (NM_206265, intron 1 of 14)	intron (NM_206265, intron 1 of 14)	2347	NM_206266	38418	Dm.3050	NM_079176		kst	CG12008|Dmel\CG12008|Kst|Spec-beta[[H]]|beta-Spectrin|betaH|betaH-Spec|betaHS|betaHSpec|beta[[H]]|beta[[H]]-SPEC|beta[[H]]-Sp|beta[[H]]-Spec|beta[[H]]-Spectrin|beta[[H]]spectrin|beta[[Heavy]]spectrin|beta[[heavy]]-Spec|beta[[heavy]]-Spectrin|beta[[heavy]]spectrin|betah-Spec|l(3)01318	karst	protein-coding
Elba2_ChIPnexus_peak_1899	chr3L	20466328	20466463	+	102	NA	promoter-TSS (NM_001202213)	promoter-TSS (NM_001202213)	77	NM_144022	50105	Dm.1544	NM_144022		CG32428	CG13249|CG5145|Dmel\CG32428	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2987	chrX	1768067	1768165	+	102	NA	promoter-TSS (NM_130595)	promoter-TSS (NM_130595)	230	NM_130596	31144	Dm.11603	NM_130596		Vps26	131F2S|CG14804|DmVps26|Dmel\CG14804|Dvps26|EG:63B12.8|ESTS:131F2S|anon-sts13|dVps26|dvps26|vps26	Vacuolar protein sorting 26	protein-coding
Elba2_ChIPnexus_peak_1084	chr2R	15301916	15302021	+	102	NA	promoter-TSS (NR_048146)	promoter-TSS (NR_048146)	27	NR_048146	12798346		NR_048146		snoRNA:hts-a	CR43579|Dmel\CR43579|snoHACA_05	ncRNA	ncRNA
Elba2_ChIPnexus_peak_860	chr2R	8213553	8213637	+	102	NA	promoter-TSS (NM_136917)	promoter-TSS (NM_136917)	25	NM_165879	36336	Dm.12120	NM_136916		CG8841	Dmc1|Dmel\CG8841	CG8841	protein-coding
Elba2_ChIPnexus_peak_2758	chr3R	25417419	25417529	+	102	NA	promoter-TSS (NM_001260427)	promoter-TSS (NM_001260427)	-79	NM_001260427	43481	Dm.7085	NM_143444		alph	CG1906|Dmel\CG1906|PP2Cb|SK3-1|pp2c99B	alphabet	protein-coding
Elba2_ChIPnexus_peak_1167	chr2R	18291082	18291244	+	101	NA	promoter-TSS (NM_137824)	promoter-TSS (NM_137824)	-463	NR_124696	19835744		NR_124696		CR44760	Dmel\CR44760|lincRNA.375	ncRNA	ncRNA
Elba2_ChIPnexus_peak_2070	chr3R	1373165	1373241	+	101	NA	TTS (NM_001144538)	TTS (NM_001144538)	294	NM_001275357	40666	Dm.9874	NM_141289		CG2519	Dmel\CG2519	CG2519	protein-coding
Elba2_ChIPnexus_peak_3283	chrX	15835706	15835790	+	101	NA	intron (NM_132863, intron 1 of 2)	intron (NM_132863, intron 1 of 2)	638	NM_132863	32557	Dm.3669	NM_132863		CG8924	CC9|Dmel\CG8924	CG8924	protein-coding
Elba2_ChIPnexus_peak_33a	chr2L	1158076	1158219	+	101	NA	promoter-TSS (NM_134733)	promoter-TSS (NM_134733)	115	NM_001038780	45233	Dm.254	NM_001038780		capt	Acap|BcDNA:LD24380|CAP|CG33979|CG5061|CG5074|CP|Cap|Capt|Dcap|Dmel\CG33979|acu|cap|capping protein|cyclase-associated protein|l(2)06955|punc	capulet	protein-coding
Elba2_ChIPnexus_peak_2396	chr3R	12294442	12294501	+	101	NA	intron (NM_001144588, intron 3 of 6)	intron (NM_001144588, intron 3 of 6)	914	NM_001144588	7354465	Dm.4957	NM_001144588		CG42232	CG14896|CG14897|Dmel\CG42232|Dmel_CG14896|Dmel_CG14897|anon-EST:Liang-1.14|clone 1.14	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_699	chr2R	3377431	3377522	+	101	NA	promoter-TSS (NM_080033)	promoter-TSS (NM_080033)	-148	NM_165534	44653	Dm.1824	NM_080033		wech	CG1624|CG42396|Dmel\CG42396|Dpld|Wech|dpld|lin-41	wech	protein-coding
Elba2_ChIPnexus_peak_49	chr2L	2155608	2155766	+	101	NA	promoter-TSS (NM_134806)	promoter-TSS (NM_134806)	-66	NM_134806	33391	Dm.20733	NM_134806		CG15382	BcDNA:RE26473|Dmel\CG15382	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1089	chr2R	15344104	15344208	+	101	NA	5' UTR (NM_001014542, exon 1 of 14)	5' UTR (NM_001014542, exon 1 of 14)	481	NM_001014540	2768852	Dm.2222	NM_206171		par-1	27C1|BcDNA:RH48823|CG11960|CG16701|CG30131|CG30132|CG8201|DPAR-1|DPar1|Dmel\CG8201|EMK|MARK|PAR-1|PAR1|PAR1/MARK2|Par-1|Par1|anon-WO0210402.19|dMARK|dPAR-1|dPAR1|dPar-1|dPar1|l(2)27C1|l(2)k06323|par1	par-1	protein-coding
Elba2_ChIPnexus_peak_3107	chrX	7848223	7848328	+	101	NA	TTS (NM_132200)	TTS (NM_132200)	1748	NM_132201	31714	Dm.17614	NM_132201		CG15332	Dmel\CG15332	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_337	chr2L	11808883	11808962	+	101	NA	promoter-TSS (NM_057897)	promoter-TSS (NM_057897)	50	NM_001259064	34592	Dm.3562	NM_057895		crol	CG14938|Crol|Dmel\CG14938|ORE-15|anon-EST:Liang-1.74|anon-EST:Liang-2.48|clone 1.74|clone 2.48|crol alpha|crol beta|crol gamma|l(2)04418|l(2)s2346	crooked legs	protein-coding
Elba2_ChIPnexus_peak_3178	chrX	11050186	11050258	+	101	NA	TTS (NM_167275)	TTS (NM_167275)	1768	NM_167274	32057	Dm.4318	NM_132466		Dlic	CG1938|D-LIC|DLIC|DLIC2|Dlic2|Dmel\CG1938|dlic|dlic2|l(1)G0065|l(1)G0190	Dynein light intermediate chain	protein-coding
Elba2_ChIPnexus_peak_110a	chr2L	4981785	4981908	+	101	NA	promoter-TSS (NM_001273135)	promoter-TSS (NM_001273135)	232	NM_001273137	318872	Dm.18319	NM_001042870		CG34126	CG31653|CG3805|Dm_2L:23517|Dm_2L:23546|Dmel\CG34126	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_398	chr2L	14223462	14223604	+	101	NA	intron (NM_205989, intron 1 of 10)	intron (NM_205989, intron 1 of 10)	10575	NM_001273526	34831	Dm.2597	NM_078840		Dyrk2	BG:DS01523.3|CG4551|DYRK|DYRK2|Dm2|DmDyrk2|Dmel\CG4551|dDYRK2|smi35A	Dual-specificity tyrosine phosphorylation-regulated kinase 2	protein-coding
Elba2_ChIPnexus_peak_1299	chr3L	693281	693363	+	101	NA	promoter-TSS (NM_138209)	promoter-TSS (NM_138209)	-403	NM_138209	38085	Dm.20008	NM_138209		Vti1a	CG3279|Dmel\CG3279|VTI1|Vti1	Vesicle transport through interaction with t-SNAREs 1a	protein-coding
Elba2_ChIPnexus_peak_2502	chr3R	15687041	15687109	+	101	NA	promoter-TSS (NM_001104369)	promoter-TSS (NM_001104369)	-62	NM_001104369	42358	Dm.24079	NM_001104369		Ire1	CG4583|Dmel\CG4583|IRE-like|IRE1|Ire|Ire-1|dIRE1|dire-1|ire-1|ire1	Inositol-requiring enzyme-1	protein-coding
Elba2_ChIPnexus_peak_2531	chr3R	16619645	16619710	+	100	NA	intron (NM_169925, intron 5 of 10)	intron (NM_169925, intron 5 of 10)	3969	NM_001275852	42460	Dm.11889	NM_142656		Syp	AI945337|CG17838|Dmel\CG17838|anon-WO0118547.613|cg17838|l(3)03806|syp	Syncrip	protein-coding
Elba2_ChIPnexus_peak_425	chr2L	16049881	16050062	+	100	NA	promoter-TSS (NM_058160)	promoter-TSS (NM_058160)	6	NM_001299046	34947	Dm.4778	NM_058160		beat-Ia	BG:DS00913.3|Beat Ia|Beat-Ia|CCT|CG4846|CT15567|Cct|Dmel\CG4846|TRiC|beat|beat Ia|beat1a|l(2)35Ea|l(2)35Eb|l(2)br47|l(2)br48|tric	beaten path Ia	protein-coding
Elba2_ChIPnexus_peak_1863	chr3L	19680640	19680689	+	100	NA	promoter-TSS (NM_140884)	promoter-TSS (NM_140884)	-73	NM_078996	40148	Dm.9760	NM_078996		Gbeta76C	CG8770|DGqbeta|Dmel\CG8770|G&bgr76C|G[[beta76C]]|G[[beta]]|G[[beta]]e|G[q]|Galpha76C|Gbe|Gbeta|Gbeta76c|Gbeta[[e]]|Gbetae|Gbeta{e}|Gqbeta|eGbeta|eye Gbeta|gbe	G protein beta-subunit 76C	protein-coding
Elba2_ChIPnexus_peak_1734	chr3L	15307896	15307964	+	100	NA	Intergenic	Intergenic	-5093	NR_133242	26067524		NR_133242		CR46213	Dmel\CR46213|lincRNA.565	ncRNA	ncRNA
Elba2_ChIPnexus_peak_1930	chr3L	21060522	21060663	+	100	NA	promoter-TSS (NM_001043153)	promoter-TSS (NM_001043153)	-396	NM_001043153	40327	Dm.1023	NM_168881		siz	CG10577|CG12980|CG12981|CG32434|Dmel\CG32434|Loner|loner	schizo	protein-coding
Elba2_ChIPnexus_peak_1703	chr3L	14652101	14652156	+	100	NA	intron (NM_206353, intron 1 of 7)	intron (NM_206353, intron 1 of 7)	2918	NR_133240	26067216		NR_133240		CR45888	Dmel\CR45888	ncRNA	ncRNA
Elba2_ChIPnexus_peak_1320a	chr3L	1352134	1352314	+	100	NA	TTS (NM_001274325)	TTS (NM_001274325)	1108	NM_001274325	38161	Dm.807	NM_138261		312	BEST:CK01660|CG9166|Dmel\CG9166	312	protein-coding
Elba2_ChIPnexus_peak_1544	chr3L	9697628	9697757	+	100	NA	promoter-TSS (NM_140089)	promoter-TSS (NM_140089)	261	NM_168361	39135	Dm.14974	NM_140090		CG16711	Dmel\CG16711	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_3206	chrX	12507395	12507462	+	100	NA	TTS (NR_123884)	TTS (NR_123884)	887	NM_001298232	32212		NM_132586		CG2543	Dmel\CG2543	CG2543	protein-coding
Elba2_ChIPnexus_peak_2126	chr3R	3045081	3045162	+	100	NA	exon (NM_141450, exon 2 of 7)	exon (NM_141450, exon 2 of 7)	306	NM_169179	40867	Dm.13325	NM_141450		CG14605	BcDNA:AT16877|Dmel\CG14605	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2144	chr3R	4023155	4023219	+	100	NA	non-coding (NR_048344, exon 1 of 1)	non-coding (NR_048344, exon 1 of 1)	246	NR_048344	12798065		NR_048343		CR43302	Dmel\CR43302	ncRNA	ncRNA
Elba2_ChIPnexus_peak_2793	chr3R	27036213	27036403	+	100	NA	TTS (NM_170542)	TTS (NM_170542)	144	NM_079866	43690	Dm.21698	NM_079866		chp	24B10|516|BSH|CG1744|CHP|CT5040|Chaoptin|Chp|Dmel\CG1744|MAb 24B10|MAb24B10|Mab24B10|Nsp|idl-A|mAB24B10|mAb 24B10|mAb24B10	chaoptin	protein-coding
Elba2_ChIPnexus_peak_1969	chr3L	22730926	22731000	+	100	NA	promoter-TSS (NR_125047)	promoter-TSS (NR_125047)	557	NM_168960	40492	Dm.4164	NM_141156		CG11241	Dmel\CG11241	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_813	chr2R	7069554	7069606	+	100	NA	intron (NM_206091, intron 1 of 7)	intron (NM_206091, intron 1 of 7)	-1149	NM_057375	36171	Dm.4730	NM_057375		shn	BEST:SD06302|CG7734|Dmel\CG7734|EP(2)2359|EP2359|SD06302|SHN|Schnurri|Shn|l(2)04738|quo	schnurri	protein-coding
Elba2_ChIPnexus_peak_622	chr2R	590337	590435	+	99	NA	intron (NM_001273774, intron 10 of 21)	intron (NM_001273774, intron 10 of 21)	26136	NM_001042986	3355136	Dm.1465	NM_001042986		Nipped-B	CG17704|CG40281|Dmel\CG17704|NIPPED-B|NipB|l(2)02047|nipped-B	Nipped-B	protein-coding
Elba2_ChIPnexus_peak_1892	chr3L	20341504	20341582	+	99	NA	promoter-TSS (NM_140953)	promoter-TSS (NM_140953)	88	NM_168848	40240	Dm.2095	NM_140953		eRF1	CG5605|Dm0184|Dmel\CG5605|Group J|group J|l(3)00103|l(3)05637|l(3)77ABb|l(3)neo28	eukaryotic release factor 1	protein-coding
Elba2_ChIPnexus_peak_2427	chr3R	12798064	12798165	+	99	NA	promoter-TSS (NM_206498)	promoter-TSS (NM_206498)	-156	NM_206498	47763	Dm.1763	NM_080157		Abd-B	9|ABD-B|ABDB|Abd B|Abd-b|Abd0B|AbdB|AbdB(CA)[[26]]|AbdB-I|AbdB-II|AbdBm|Abdb|AdbB|BX-C|CG10291|CG11648|DROABDB|DmAbdB|Dmel\CG11648|Droabdb|FAB|Fab-6|Fab-7|Fab-8|Fab7|IAB 5|IAB5|IAB7|IAB8|Iab-7|MCP|Mc|Mcp|Sab|Tab|Uab-5[Sab]|abd-B|abdB|bex|iab|iab-5|iab-6|iab-7|iab-8|iab5|iab6|iab7|iab8|iab8.9|iab9|l(3)89Ed|pH189|tuh-3|twig	Abdominal B	protein-coding
Elba2_ChIPnexus_peak_370	chr2L	13158032	13158141	+	99	NA	promoter-TSS (NM_135759)	promoter-TSS (NM_135759)	-724	NM_135759	34705	Dm.12065	NM_135759		Pk34A	CG5182|Dmel\CG5182|GSK3a	Pk34A	protein-coding
Elba2_ChIPnexus_peak_2950	chrX	381637	381783	+	99	NA	promoter-TSS (NM_130488)	promoter-TSS (NM_130488)	-96	NM_130487	30991	Dm.13960	NM_130487		CG18273	CG13372|Dmel\CG18273|EG:171D11.6	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1478	chr3L	7354240	7354448	+	99	NA	promoter-TSS (NM_168207)	promoter-TSS (NM_168207)	683	NM_139854	38819	Dm.14937	NM_139854		Sec63	CG8583|Dmel\CG8583|anon-WO0118547.333|peg|sec63	Secretory 63	protein-coding
Elba2_ChIPnexus_peak_877	chr2R	8622220	8622294	+	99	NA	intron (NM_001273996, intron 2 of 8)	intron (NM_001273996, intron 2 of 8)	18184	NM_136973	36404	Dm.23915	NM_136973		Mos	CG8767|D-mos|DMOS|Dmel\CG8767|MOS|dmos|mos	Mos oncogene	protein-coding
Elba2_ChIPnexus_peak_733	chr2R	4136891	4136951	+	99	NA	5' UTR (NM_001299261, exon 1 of 1)	5' UTR (NM_001299261, exon 1 of 1)	179	NM_001299261	19835138		NM_001299261		CG44439	Dmel\CG44439|lincRNA.265	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_3066	chrX	6595167	6595426	+	99	NA	intron (NM_001272360, intron 2 of 8)	intron (NM_001272360, intron 2 of 8)	1755	NM_001272361	31611		NM_132116		CG14441	Dmel\CG14441	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1825	chr3L	18422986	18423055	+	99	NA	promoter-TSS (NR_133268)	promoter-TSS (NR_133268)	-665	NR_133268	26067526		NR_133268		CR46215	Dmel\CR46215|lincRNA.604	ncRNA	ncRNA
Elba2_ChIPnexus_peak_131	chr2L	5550897	5551083	+	98	NA	promoter-TSS (NM_135096)	promoter-TSS (NM_135096)	-155	NM_135095	33784	Dm.13485	NM_135095		CG14014	Dmel\CG14014	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_2259	chr3R	7179412	7179534	+	98	NA	promoter-TSS (NM_001170116)	promoter-TSS (NM_001170116)	-597	NR_133376	26067330		NR_133376		CR46009	Dmel\CR46009	ncRNA	ncRNA
Elba2_ChIPnexus_peak_1171	chr2R	18588398	18588629	+	98	NA	promoter-TSS (NM_057551)	promoter-TSS (NM_057551)	-38	NM_057551	37603		NM_057551		robo1	BEST:GM07780|CG13521|CT32892|D-Robo1|Dmel\CG13521|ROBO|Robo|Robo-1|Robo1|dRobo|dRobo1|robo|robo1S	roundabout 1	protein-coding
Elba2_ChIPnexus_peak_672	chr2R	2758792	2758868	+	98	NA	intron (NM_206031, intron 1 of 6)	intron (NM_206031, intron 1 of 6)	1393	NM_206031	35596	Dm.11616	NM_136398		coro	CG9446|Dmel\CG9446|l(2)k08011	coro	protein-coding
Elba2_ChIPnexus_peak_1679	chr3L	14043089	14043164	+	98	NA	promoter-TSS (NM_140431)	promoter-TSS (NM_140431)	-134	NM_140431	39558	Dm.1949	NM_140431		Neurl4	CG46284|CG6451|Dmel\CG46284|blue	Neuralized E3 ubiquitin protein ligase 4	protein-coding
Elba2_ChIPnexus_peak_1509	chr3L	8712544	8712747	+	98	NA	TTS (NM_001300058)	TTS (NM_001300058)	680	NM_176307	47283	Dm.7769	NM_176307		SrpRbeta	BcDNA:GM04779|CG33162|CG5950|Dm SRbeta|Dmel\CG33162|Q9VSN9|SRbeta|l(3)rK561|l(3)rL537|srpRbeta	Signal recognition particle receptor beta	protein-coding
Elba2_ChIPnexus_peak_2898	chrU	5289233	5289350	+	98	NA	Intergenic	Intergenic	-125032	NR_026600	7354439		NR_026600		Su(Ste):CR42406	CR42406|Dmel\CR42406|RR42186	ncRNA	ncRNA
Elba2_ChIPnexus_peak_2155	chr3R	4183571	4183664	+	97	NA	promoter-TSS (NM_169221)	promoter-TSS (NM_169221)	-433	NM_169221	40999	Dm.2466	NM_079554		stck	CG7954|D-PINCH|Dmel\CG7954|PINCH|Pinch|dPINCH|dpin|pin85A|pinch|stk	steamer duck	protein-coding
Elba2_ChIPnexus_peak_495	chr2L	19070882	19070955	+	97	NA	TTS (NM_136097)	TTS (NM_136097)	-1067	NM_165276	35181	Dm.7289	NM_165274		CG10702	Dmel\CG10702	uncharacterized protein	protein-coding
Elba2_ChIPnexus_peak_1870	chr3L	19887781	19887875	+	97	NA	TTS (NR_037751)	TTS (NR_037751)	1663	NR_037751	10178829		NR_037751		CR32218	CG8037|Dmel\CR32218	ncRNA	ncRNA
Elba2_ChIPnexus_peak_1959	chr3L	21872440	21872553	+	97	NA	promoter-TSS (NM_001170022)	promoter-TSS (NM_001170022)	-181	NM_001259946	40436	Dm.2502	NM_079484		mub	CG7437|Dmel\CG7437|MRE17|MUB|Mub|anon-WO0172774.33|anon-WO0172774.35|anon-WO0172774.36|anon-WO0172774.37|l(3)04093|l(3)j6B10|l(3)j8B3	mushroom-body expressed	protein-coding
Elba2_ChIPnexus_peak_235	chr2L	8542077	8542193	+	97	NA	promoter-TSS (NM_135399)	promoter-TSS (NM_135399)	-12	NM_001201802	34192	Dm.13264	NM_135399		Sema1a	BcDNA:RE36155|CG18405|CT26404|D-Sema 1a|D-Sema I|D-Sema-I|D-SemaI|D-semaI|Dmel\CG18405|Dsema 1a|Dsema-I|Fas-IV|FasIV|SEMA-1A|Sema 1a|Sema-1a|Sema-I|Sema1A|SemaI|d-sema I|d-semaI|l(2)k13702|sema|sema 1a|sema-1a|sema-I|sema1a	Semaphorin 1a	protein-coding
Elba2_ChIPnexus_peak_2913	chrU	5698198	5698277	+	97	NA	Intergenic	Intergenic	-30540	NR_004012	5740830		NR_004012		CR40594	Dmel\CR40594	ribosomal RNA	rRNA
Elba2_ChIPnexus_peak_3179a	chrX	11233589	11233790	+	97	NA	promoter-TSS (NM_001144714)	promoter-TSS (NM_001144714)	-68	NM_001103481	32071	Dm.14732	NM_167278		Kap3	CG11759|DmKAP|DmKap|Dmel\CG11759|KAP|KAP3|Kap|dKAP3|kap3	Kinesin associated protein 3	protein-coding
Elba2_ChIPnexus_peak_2294	chr3R	8452432	8452619	+	97	NA	intron (NM_169475, intron 1 of 2)	intron (NM_169475, intron 1 of 2)	898	NM_169475	41550	Dm.7889	NM_057560		Vha55	1208/13|ATP6V1B1|CG17369|Dmel\CG17369|SzA|V-ATPase|VAT-2|l(3)87Ca|l(3)SzA|l(3)j2E9|vha55	Vacuolar H[+]-ATPase 55kD subunit	protein-coding
Elba2_ChIPnexus_peak_2569	chr3R	17486126	17486227	+	97	NA	promoter-TSS (NM_169961)	promoter-TSS (NM_169961)	-22	NM_169961	42550	Dm.7299	NM_079713		E2f1	CG6376|DRTF1/E2F|DmE2F-1|Dmel\CG6376|Dp|E(Sev-CycE)3A|E(var)3-93E|E(var)3-95E|E(var)93E|E2F|E2F-1|E2F1|E2f|Evar(3)164|dE2F|dE2F1|dE2f|dE2f1|de2f1|def21|drosE2F1|e2f|e2f1|l(3)07172|l(3)j3B1|l(3)j3C2|l(3)rM729	E2F transcription factor 1	protein-coding
Elba2_ChIPnexus_peak_2714	chr3R	23408530	23408594	+	97	NA	promoter-TSS (NM_080260)	promoter-TSS (NM_080260)	0	NM_080260	53569	Dm.7372	NM_080260		pins	CG5692|Dmel\CG5692|PINS|Pins|Rad|Raps|rad|raps|rapsyn	partner of inscuteable	protein-coding
Elba2_ChIPnexus_peak_719	chr2R	3859417	3859555	+	97	NA	promoter-TSS (NM_001169609)	promoter-TSS (NM_001169609)	22	NM_136497	35758	Dm.514	NM_136497		CG8726	Dmel\CG8726	CG8726	protein-coding
Elba2_ChIPnexus_peak_764b	chr2R	5295520	5295683	+	96	NA	intron (NM_165674, intron 2 of 6)	intron (NM_165674, intron 2 of 6)	1396	NM_057845	35966	Dm.3348	NM_057845		wun	CG8804|Dmel\CG8804|LPP-like|Wun|Wunen|l(2)k16806	wunen	protein-coding
Elba2_ChIPnexus_peak_1711	chr3L	14941146	14941249	+	96	NA	Intergenic	Intergenic	-1787	NR_133241	26067305		NR_133241		CR45978	Dmel\CR45978|lincRNA.556	ncRNA	ncRNA
