PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba1_ChIPnexus/Elba1_ChIPnexus_q1.3_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba1_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Elba1_ChIPnexus/Elba1_ChIPnexus_q1.3_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elba1_ChIPnexus_peak_592	chr2L	8087887	8087945	+	78	NA	promoter-TSS (NM_001273295)	promoter-TSS (NM_001273295)	-388	NM_164790	318841	Dm.20858	NM_164782		Bsg	135/10|BcDNA:GH21853|CG31605|Dmel\CG31605|NP6293|bsg|gel|l(2)06243|l(2)SH1217|l(2)SH2 1217|l(2)k06338|l(2)k09030|l(2)k13638|l(2)k14308|ms(2)08318	Basigin	protein-coding
Elba1_ChIPnexus_peak_1424	chr2L	18693827	18694193	+	78	NA	intron (NM_001299126, intron 1 of 3)	intron (NM_001299126, intron 1 of 3)	1416	NM_136052	35123	Dm.459	NM_136052		CG10383	Dmel\CG10383	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_8483b	chrX	6998266	6998565	+	78	NA	promoter-TSS (NM_132156)	promoter-TSS (NM_132156)	109	NM_001272379	31657	Dm.90	NM_132155		CG4617	CC28|Dmel\CG4617	CG4617	protein-coding
Elba1_ChIPnexus_peak_6991	chr3R	17844807	17844943	+	77	NA	promoter-TSS (NM_142743)	promoter-TSS (NM_142743)	31	NM_142743	42586	Dm.11391	NM_142743		CG6439	Dmel\CG6439|FBgn0038922|Idh	CG6439	protein-coding
Elba1_ChIPnexus_peak_2099	chr2R	4131095	4131171	+	77	NA	promoter-TSS (NR_124464)	promoter-TSS (NR_124464)	-128	NR_124464	19835851		NR_124464		CR44445	Dmel\CR44445|lincRNA.264	ncRNA	ncRNA
Elba1_ChIPnexus_peak_8997	chrX	14964231	14964287	+	77	NA	3' UTR (NM_001298333, exon 5 of 6)	3' UTR (NM_001298333, exon 5 of 6)	3219	NM_132767	32436	Dm.2112	NM_132767		dob	CG5560|Dmel\CG5560|Dob	doppelganger von brummer	protein-coding
Elba1_ChIPnexus_peak_9385	chrX	20459430	20459539	+	77	NA	Intergenic	Intergenic	14175	NM_001169340	8673961		NM_001169340		CG42580	Dmel\CG42580|HDC19854	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_8624a	chrX	9011957	9012089	+	77	NA	TTS (NM_001103448)	TTS (NM_001103448)	2928	NR_123841	19835935		NR_123841		CR45539	Dmel\CR45539	ncRNA	ncRNA
Elba1_ChIPnexus_peak_412	chr2L	5996667	5996773	+	77	NA	promoter-TSS (NM_164671)	promoter-TSS (NM_164671)	65	NM_164671	33837	Dm.2779	NM_078762		lid	CG9088|Dmel\CG9088|KDM5|Kdm5|LID|Lid|dJARID1|dKDM5/LID|l(2)10424	little imaginal discs	protein-coding
Elba1_ChIPnexus_peak_5940	chr3R	4143217	4143272	+	77	NA	promoter-TSS (NM_141533)	promoter-TSS (NM_141533)	-90	NM_141533	40989	Dm.6150	NM_141533		Ctr1B	CG7459|Dmel\CG7459|ctr1B	Copper transporter 1B	protein-coding
Elba1_ChIPnexus_peak_5396	chr3L	22901996	22902152	+	77	NA	promoter-TSS (NR_125052)	promoter-TSS (NR_125052)	-344	NR_125052	19835951		NR_125052		CR45661	Dmel\CR45661	ncRNA	ncRNA
Elba1_ChIPnexus_peak_1551	chr2L	19949010	19949123	+	77	NA	intron (NM_001273675, intron 2 of 5)	(ACTG)n|Simple_repeat|Simple_repeat	-9647	NM_206010	35279	Dm.4187	NM_136169		COX4	C-IV s.4|CG10664|COX|COX IV|COXIV|CX41|CX42|CcO IV|CoIV|Cox4|CoxIV|Dmel\CG10664|IV|cox4|dCOX-IV	Cytochrome c oxidase subunit 4	protein-coding
Elba1_ChIPnexus_peak_2677	chr2R	10711038	10711218	+	77	NA	TTS (NR_124552)	TTS (NR_124552)	742	NR_124552	19835964		NR_124552		CR45329	Dmel\CR45329	ncRNA	ncRNA
Elba1_ChIPnexus_peak_4619	chr3L	14131722	14131869	+	77	NA	Intergenic	Intergenic	-3593	NR_133237	26067215		NR_133237		CR45887	Dmel\CR45887	ncRNA	ncRNA
Elba1_ChIPnexus_peak_8299	chrX	4002696	4002812	+	77	NA	promoter-TSS (NM_001258587)	promoter-TSS (NM_001258587)	-228	NM_001258587	31359	Dm.74	NM_080326		cib	CG4944|Dmel\CG4944|EG0007-11|EG:EG0007.11	ciboulot	protein-coding
Elba1_ChIPnexus_peak_1959	chr2R	2665868	2665929	+	77	NA	intron (NM_001103732, intron 4 of 19)	intron (NM_001103732, intron 4 of 19)	-1483	NM_001273807	35588	Dm.4217	NM_165490		Epac	CG15235|CG3427|CG34392|D-EPAC|D-Epac|Dm_2R:10367|Dmel\CG34392|Dmel_CG15235|Dmel_CG3427|epac	Exchange protein directly activated by cAMP	protein-coding
Elba1_ChIPnexus_peak_3953a	chr3L	4626072	4626220	+	77	NA	promoter-TSS (NM_001014564)	promoter-TSS (NM_001014564)	-14	NM_001259700	48973	Dm.1531	NM_080195		Src64B	C-src1|CG7524|D-Src64B|D-src|DSRC64|DSrc|DSrc64|DSrc64B|Dm SRC1|DmHD-358|Dmel\CG7524|Dsrc|Dsrc64|Dsrc64B|HD-358|MRE5|SRC 64B|SRC64B|Src|Src1|Src64|Src64b|c-src|dSrc|dsrc|src|src1|src64|src64B|src64b	Src oncogene at 64B	protein-coding
Elba1_ChIPnexus_peak_5274	chr3L	21483597	21483824	+	77	NA	promoter-TSS (NM_141059)	promoter-TSS (NM_141059)	-24	NM_141059	40375	Dm.27887	NM_141059		Neu2	CG7204|Dmel\CG7204	Neuroectoderm-expressed 2	protein-coding
Elba1_ChIPnexus_peak_5661	chr3R	1077999	1078117	+	77	NA	promoter-TSS (NM_141264)	promoter-TSS (NM_141264)	-591	NM_169033	40628	Dm.7315	NM_141264		CG12163	Dmel\CG12163|anon-WO0118547.305	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_117b	chr2L	1886373	1886581	+	77	NA	intron (NM_001272958, intron 1 of 17)	intron (NM_001272958, intron 1 of 17)	1855	NM_001272958	33367	Dm.264	NM_134786		Wdr62	CG7337|Dmel\CG7337|Q0E8U7_DROME|wdr62	WD repeat domain 62	protein-coding
Elba1_ChIPnexus_peak_9439	chrX	21900590	21900827	+	77	NA	exon (NM_001298605, exon 10 of 10)	exon (NM_001298605, exon 10 of 10)	7277	NM_176779	33137	Dm.237	NM_176777		l(1)G0196	CG14616|CG32502|Dmel\CG14616	lethal (1) G0196	protein-coding
Elba1_ChIPnexus_peak_2289b	chr2R	6532713	6532943	+	77	NA	promoter-TSS (NM_136756)	promoter-TSS (NM_136756)	104	NM_136755	36122	Dm.557	NM_136755		Git	CG16728|CT37209|Dmel\CG16728|GIT|arfgap2|dGit|dgit|git	G protein-coupled receptor kinase interacting ArfGAP	protein-coding
Elba1_ChIPnexus_peak_4836	chr3L	16410272	16410478	+	77	NA	promoter-TSS (NM_140637)	promoter-TSS (NM_140637)	-98	NM_140637	39828	Dm.13630	NM_140637		GluRS-m	CG4573|Dmel\CG4573	Glutamyl-tRNA synthetase, mitochondrial	protein-coding
Elba1_ChIPnexus_peak_1046	chr2L	13193023	13193090	+	77	NA	exon (NM_135767, exon 2 of 8)	exon (NM_135767, exon 2 of 8)	855	NM_001273505	34714	Dm.13510	NM_135767		Edem2	CG5682|Dmel\CG5682|EDEM2|edem2	ER degradation enhancer, mannosidase alpha-like 2	protein-coding
Elba1_ChIPnexus_peak_1218	chr2L	15777148	15777231	+	77	NA	promoter-TSS (NM_001273545)	promoter-TSS (NM_001273545)	-337	NM_001273545	14462778	Dm.38922	NM_001273545		CG43760	Dmel\CG43760	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_4309	chr3L	10273477	10273561	+	77	NA	Intergenic	Intergenic	7215	NM_140133	39191	Dm.27107	NM_140133		Or67d	67d|CG14157|Dmel\CG14157|OR67d	Odorant receptor 67d	protein-coding
Elba1_ChIPnexus_peak_3968b	chr3L	5127317	5127470	+	77	NA	promoter-TSS (NM_139694)	promoter-TSS (NM_139694)	73	NM_139694	38603	Dm.2192	NM_139694		CG4603	Dmel\CG4603|Q9VRJ9|dYOD1	CG4603	protein-coding
Elba1_ChIPnexus_peak_2876b	chr2R	12846128	12846498	+	77	NA	TTS (NM_137328)	TTS (NM_137328)	1343	NM_166204	36903		NM_166204		CG6665	Dmel\CG6665	CG6665	protein-coding
Elba1_ChIPnexus_peak_4590	chr3L	13942601	13942753	+	77	NA	intron (NM_168563, intron 2 of 6)	intron (NM_168563, intron 2 of 6)	10327	NM_168564	39537	Dm.12992	NM_168563		CG32137	CG17365|CG17366|Dmel\CG32137	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_6433	chr3R	10613357	10613542	+	77	NA	promoter-TSS (NM_206488)	promoter-TSS (NM_206488)	-201	NM_206488	41788	Dm.1201	NM_142132		jvl	CG33330|CG3563|CG43162|Dmel\CG43162|Dmel_CG33330|Dmel_CG3563|Jvl|anon-WO0153538.4|anon-WO0153538.5	javelin-like	protein-coding
Elba1_ChIPnexus_peak_4094c	chr3L	7327872	7328428	+	77	NA	TTS (NM_139849)	TTS (NM_139849)	176	NM_001169898	38810	Dm.3985	NM_139848		CG43780	CG8600|Dmel\CG43780	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_5063	chr3L	19307416	19307525	+	77	NA	intron (NM_168793, intron 2 of 6)	intron (NM_168793, intron 2 of 6)	-19172	NR_133278	26067367		NR_133278		CR46048	Dmel\CR46048|Mgn95005	ncRNA	ncRNA
Elba1_ChIPnexus_peak_3394	chr2R	19844882	19845033	+	77	NA	promoter-TSS (NM_138013)	promoter-TSS (NM_138013)	-29	NM_138013	37811	Dm.23535	NM_138013		CG16787	Dmel\CG16787	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_9063a	chrX	15835604	15835961	+	77	NA	intron (NM_132863, intron 1 of 2)	intron (NM_132863, intron 1 of 2)	672	NM_132863	32557	Dm.3669	NM_132863		CG8924	CC9|Dmel\CG8924	CG8924	protein-coding
Elba1_ChIPnexus_peak_2424a	chr2R	7876529	7876737	+	77	NA	promoter-TSS (NM_136874)	promoter-TSS (NM_136874)	-3	NM_136874	36282	Dm.5229	NM_136874		CG8298	Dmel\CG8298	CG8298	protein-coding
Elba1_ChIPnexus_peak_3680	chr3L	1294634	1294722	+	77	NA	TTS (NM_167865)	TTS (NM_167865)	-1235	NM_138249	38144	Dm.7401	NM_138249		Rabex-5	CG9139|Dmel\CG9139|RabGEF1|Rabex5	Rabaptin-5-associated exchange factor for Rab5	protein-coding
Elba1_ChIPnexus_peak_774a	chr2L	10009402	10009669	+	77	NA	promoter-TSS (NM_001259031)	promoter-TSS (NM_001259031)	154	NM_057660	34333	Dm.4795	NM_057660		Trp1	CG4758|Dmel\CG4758|Dtrp1|Tp1|sec62	Translocation protein 1	protein-coding
Elba1_ChIPnexus_peak_6087	chr3R	5861376	5861481	+	77	NA	intron (NM_001260085, intron 2 of 22)	intron (NM_001260085, intron 2 of 22)	7115	NM_176450	41225	Dm.32089	NM_176443		Mical	CG11685|CG11687|CG18484|CG18667|CG18668|CG33186|CG33190|CG33208|Dmel\CG33208|MICAL|mdcds_49226|mical|milch	Molecule interacting with CasL	protein-coding
Elba1_ChIPnexus_peak_1647	chr2L	21162926	21163089	+	77	NA	promoter-TSS (NM_136251)	promoter-TSS (NM_136251)	76	NM_136250	35385	Dm.30864	NM_136250		Nbr	CG9247|Dmel\CG9247|nbr	Nibbler	protein-coding
Elba1_ChIPnexus_peak_4582	chr3L	13860907	13860992	+	77	NA	promoter-TSS (NM_140408)	promoter-TSS (NM_140408)	-944	NM_140408	39530	Dm.3716	NM_140408		CG8745	Dmel\CG8745	CG8745	protein-coding
Elba1_ChIPnexus_peak_3169	chr2R	16883353	16883451	+	77	NA	promoter-TSS (NM_137690)	promoter-TSS (NM_137690)	-323	NM_137690	37379	Dm.13565	NM_137690		CG10543	Dmel\CG10543	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_3141	chr2R	16474660	16474835	+	77	NA	promoter-TSS (NM_001169745)	promoter-TSS (NM_001169745)	-4	NM_137648	37325	Dm.5948	NM_137648		Nnf1a	CG13434|Dmel\CG13434|dmNnf1R-2	Nnf1a	protein-coding
Elba1_ChIPnexus_peak_5719	chr3R	1550601	1550729	+	77	NA	non-coding (NR_125074, exon 1 of 1)	non-coding (NR_125074, exon 1 of 1)	896	NR_125074	19835584		NR_125074		CR44924	Dmel\CR44924|lincRNA.681	ncRNA	ncRNA
Elba1_ChIPnexus_peak_1611	chr2L	20769155	20769375	+	77	NA	Intergenic	Intergenic	-1466	NM_057606	35341	Dm.2073	NM_057606		cad	38E.19|CAD|CG1759|Cad|Dmel\CG1759|S67|anon-WO2004063362.83|cd	caudal	protein-coding
Elba1_ChIPnexus_peak_2252	chr2R	6126181	6126247	+	77	NA	promoter-TSS (NR_124501)	promoter-TSS (NR_124501)	-564	NR_124501	19836119		NR_124501		CR45265	Dmel\CR45265	ncRNA	ncRNA
Elba1_ChIPnexus_peak_5952	chr3R	4389782	4389837	+	77	NA	promoter-TSS (NR_125117)	promoter-TSS (NR_125117)	-18	NM_001300308	41014	Dm.14702	NM_169228		Cenp-C	CENP-C|CG11745|CG11746|CG31258|CLD1|CenpC|Dmel\CG31258|L1|cenp-C|l(2)SH3 157|l(3)85Aa|l(3)SH157	Centromeric protein-C	protein-coding
Elba1_ChIPnexus_peak_5275	chr3L	21483960	21484076	+	76	NA	promoter-TSS (NM_141059)	promoter-TSS (NM_141059)	-332	NM_141059	40375	Dm.27887	NM_141059		Neu2	CG7204|Dmel\CG7204	Neuroectoderm-expressed 2	protein-coding
Elba1_ChIPnexus_peak_8658	chrX	9393928	9394171	+	76	NA	5' UTR (NM_001103454, exon 1 of 15)	5' UTR (NM_001103454, exon 1 of 15)	113	NM_001103454	8674055		NM_132335		mgl	CG12139|CG12654|CG15316|CG34339|CG34352|CG42611|CT7830|Dm CG34352|Dmel\CG42611|Dmel_CG12139|Dmel_CG12654|Dmel_CG34339|Dmel_CG34352|LDLR|SOSIE|anon-WO0140519.108	Megalin	protein-coding
Elba1_ChIPnexus_peak_7053b	chr3R	18725236	18725434	+	76	NA	intron (NM_079730, intron 1 of 10)	intron (NM_079730, intron 1 of 10)	329	NM_079730	42707	Dm.1287	NM_079730		klg	CG6669|CT20712|Dmel\CG6669|Klg|h214|l(3)rN712	klingon	protein-coding
Elba1_ChIPnexus_peak_5445	chr3L	23716635	23716772	+	76	NA	Intergenic	Intergenic	-3226	NM_001043166	3355149	Dm.34739	NM_001043166		CG40298	Dmel\CG40298	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_5b	chr2L	54998	55122	+	76	NA	non-coding (NR_133057, exon 1 of 1)	non-coding (NR_133057, exon 1 of 1)	243	NR_133057	26067564		NR_133057		CR46254	Dmel\CR46254	ncRNA	ncRNA
Elba1_ChIPnexus_peak_1238	chr2L	16257204	16257408	+	76	NA	promoter-TSS (NM_135937)	promoter-TSS (NM_135937)	300	NM_135936	34952	Dm.2983	NM_135936		PRL-1	BG:DS07473.3|BcDNA:RE40268|CG4993|Dmel\CG4993|PRL|PRL1|PrL-1|dPRL-1	PRL-1 phosphatase	protein-coding
Elba1_ChIPnexus_peak_9080	chrX	15998241	15998387	+	76	NA	intron (NM_132878, intron 1 of 5)	intron (NM_132878, intron 1 of 5)	665	NM_001144730	7354437	Dm.11619	NM_167486		CG42354	CG9216|Dmel\CG42354|Dmel_CG9216	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_3067	chr2R	15518104	15518494	+	76	NA	promoter-TSS (NM_001032269)	promoter-TSS (NM_001032269)	-154	NM_001274164	37254	Dm.7773	NM_057383		sm	BcDNA:GH10856|CG9218|Dmel\CG9218|l(2)05338|smo	smooth	protein-coding
Elba1_ChIPnexus_peak_3761	chr3L	2194297	2194383	+	76	NA	Intergenic	Intergenic	-2119	NM_143808	48422	Dm.4210	NM_143808		CG5707	BEST:HL03644|Dmel\CG5707|HL03644	CG5707	protein-coding
Elba1_ChIPnexus_peak_9445	chrX	21943018	21943115	+	76	NA	promoter-TSS (NM_134624)	promoter-TSS (NM_134624)	787	NM_167787	33141	Dm.33456	NM_134625		CG17600	CG17602|Dmel\CG17600	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_5155	chr3L	20362154	20362234	+	76	NA	exon (NM_176370, exon 1 of 1)	exon (NM_176370, exon 1 of 1)	-1219	NM_140958	40247	Dm.7706	NM_140958		CG13247	Dmel\CG13247	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_4024	chr3L	6170638	6170772	+	76	NA	exon (NM_139777, exon 6 of 10)	exon (NM_139777, exon 6 of 10)	3357	NM_139777	38715	Dm.863	NM_139777		CG7376	Dmel\CG7376|SHPRH	CG7376	protein-coding
Elba1_ChIPnexus_peak_332a	chr2L	5009669	5009888	+	76	NA	promoter-TSS (NM_001169404)	promoter-TSS (NM_001169404)	-58	NM_001169404	33721	Dm.1559	NM_175969		Rtnl1	142893_at|CG18623|CG33113|CG8895|Dmel\CG33113|G9|Retl1|Rtn1|Rtnl-1|rtnl1	Reticulon-like1	protein-coding
Elba1_ChIPnexus_peak_6600	chr3R	12559736	12559822	+	76	NA	5' UTR (NM_080504, exon 1 of 4)	5' UTR (NM_080504, exon 1 of 4)	369	NM_206497	42034	Dm.21668	NM_080500		Ubx	BX-C|Bxl|CG10388|Cbx|DUbx|Dm Ubx|DmUbx|Dmel\CG10388|Hm|UBX|UBx|Uab|Ubx1b|abx|bx|bx[D]|bxd|bxd[D]|bxl|l(3)89Eb|pbx|ubx	Ultrabithorax	protein-coding
Elba1_ChIPnexus_peak_1066	chr2L	13499399	13499468	+	76	NA	3' UTR (NM_001201869, exon 9 of 9)	3' UTR (NM_001201869, exon 9 of 9)	3348	NM_165045	326165	Dm.6262	NM_165045		CG42784	BcDNA:GH04046|BcDNA:HL01958|CG16850|CG16850/CG31846|CG16851|CG31846|CG31847|CR31846|Dm_2L:67149|Dmel\CG42784|Dmel_CG16850|Dmel_CG31846|Dmel_CG31847|Dmel_CR31846|mdcds_2231	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_5a	chr2L	54998	55122	+	76	NA	non-coding (NR_133057, exon 1 of 1)	non-coding (NR_133057, exon 1 of 1)	243	NR_133057	26067564		NR_133057		CR46254	Dmel\CR46254	ncRNA	ncRNA
Elba1_ChIPnexus_peak_6681	chr3R	13619716	13619805	+	76	NA	intron (NM_001260227, intron 1 of 17)	intron (NM_001260227, intron 1 of 17)	452	NM_001275755	42137		NM_142396		CG43102	CG14318|CG7397|Dmel\CG43102|Dmel_CG14318|Dmel_CG7397|FBgn0038543	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_854	chr2L	10613319	10613448	+	76	NA	intron (NM_164935, intron 1 of 8)	intron (NM_164935, intron 1 of 8)	17808	NM_135581	34457		NM_135581		CG7329	Dmel\CG7329|ORE-4	CG7329	protein-coding
Elba1_ChIPnexus_peak_3301a	chr2R	18588107	18588621	+	76	NA	promoter-TSS (NM_166543)	promoter-TSS (NM_166543)	111	NM_057551	37603		NM_057551		robo1	BEST:GM07780|CG13521|CT32892|D-Robo1|Dmel\CG13521|ROBO|Robo|Robo-1|Robo1|dRobo|dRobo1|robo|robo1S	roundabout 1	protein-coding
Elba1_ChIPnexus_peak_8875	chrX	12802871	12803010	+	76	NA	TTS (NM_001298241)	TTS (NM_001298241)	715	NM_132612	32243	Dm.13361	NM_132612		Brms1	BRMS1L|CG4400|Dmel\CG4400|dBrms1	BRMS1	protein-coding
Elba1_ChIPnexus_peak_413	chr2L	5997068	5997260	+	76	NA	promoter-TSS (NM_164671)	promoter-TSS (NM_164671)	-379	NM_164671	33837	Dm.2779	NM_078762		lid	CG9088|Dmel\CG9088|KDM5|Kdm5|LID|Lid|dJARID1|dKDM5/LID|l(2)10424	little imaginal discs	protein-coding
Elba1_ChIPnexus_peak_7053a	chr3R	18725236	18725434	+	76	NA	intron (NM_079730, intron 1 of 10)	intron (NM_079730, intron 1 of 10)	329	NM_079730	42707	Dm.1287	NM_079730		klg	CG6669|CT20712|Dmel\CG6669|Klg|h214|l(3)rN712	klingon	protein-coding
Elba1_ChIPnexus_peak_8596	chrX	8522120	8522210	+	76	NA	Intergenic	Intergenic	15044	NM_001272417	31802	Dm.2933	NM_078536		oc	CG12154|Dmel\CG12154|Oc|Otd|Otx|l(1)7Ff|l(1)8Ac|ort|otd|uvi	ocelliless	protein-coding
Elba1_ChIPnexus_peak_3647	chr3L	717151	717226	+	76	NA	Intergenic	Intergenic	-2658	NR_124746	19835319		NR_124746		CR45411	Dmel\CR45411	ncRNA	ncRNA
Elba1_ChIPnexus_peak_5945	chr3R	4289770	4289869	+	76	NA	intron (NM_169222, intron 1 of 14)	intron (NM_169222, intron 1 of 14)	-2897	NR_133365	26067441		NR_133365		CR46125	Dmel\CR46125	ncRNA	ncRNA
Elba1_ChIPnexus_peak_1544b	chr2L	19866640	19867184	+	76	NA	intron (NM_001273681, intron 1 of 13)	intron (NM_001273681, intron 1 of 13)	731	NM_001273681	35277	Dm.17935	NM_136167		sick	CG10662|CG13958|CG13959|CG13960|CG13961|CG13964|CG33316|CG34343|CG42589|CG43720|Dm_2L:104545|Dmel\CG43720|Dmel_CG10662|Dmel_CG13958|Dmel_CG13964|Dmel_CG33316|Dmel_CG34343|Dmel_CG42589	sickie	protein-coding
Elba1_ChIPnexus_peak_7103	chr3R	19558954	19559164	+	76	NA	promoter-TSS (NM_170089)	promoter-TSS (NM_170089)	13	NM_170089	42803	Dm.21259	NM_170089		Hmgcr	BcDNA:LD15354|CG10367|Clb|DmHMG-CoAr|Dmel\CG10367|HMGCR|HMGCR_Dm|HMGCoAR|HMGCoARr|HMGCoAr|HMGR|HmG-CoAR|Hmg|bro1|bs32f05.y1|clb|hmgc|hmgcr|hmgrc|l(3)01152|l(3)04684	HMG Coenzyme A reductase	protein-coding
Elba1_ChIPnexus_peak_4894a	chr3L	17003987	17004400	+	76	NA	intron (NM_001275048, intron 1 of 6)	intron (NM_001275048, intron 1 of 6)	1472	NM_001275048	39902	Dm.2243	NM_140686		CG3764	Dmel\CG3764	CG3764	protein-coding
Elba1_ChIPnexus_peak_3595	chr3L	215946	216147	+	76	NA	promoter-TSS (NM_167810)	promoter-TSS (NM_167810)	-579	NM_167809	3772691	Dm.20004	NM_138169		Kaz1-ORFB	CG1220|CG33045|Dmel\CG1220|Kaz1|ORF B|ORF C|ORF D|ORF E	Kaz1-ORFB	protein-coding
Elba1_ChIPnexus_peak_7699	chr3R	27762178	27762330	+	76	NA	intron (NM_001170321, intron 1 of 12)	intron (NM_001170321, intron 1 of 12)	860	NM_001170322	48571	Dm.19417	NM_079964		heph	CG2094|CG2290|CG31000|DmPTB|Dmel\CG31000|HEPH|Heph|PTB|Ptb|dPTB|dmPTB|ema|hnRNP I|l(3)03429|l(3)j11B9|ptb	hephaestus	protein-coding
Elba1_ChIPnexus_peak_4598b	chr3L	13995188	13996095	+	76	NA	promoter-TSS (NM_140423)	promoter-TSS (NM_140423)	414	NM_001274890	39551	Dm.954	NM_140424		upSET	CG9007|Dmel\CG9007	upSET	protein-coding
Elba1_ChIPnexus_peak_153	chr2L	2357628	2357724	+	76	NA	promoter-TSS (NM_134825)	promoter-TSS (NM_134825)	-320	NM_001272994	33414	Dm.4162	NM_134825		CG9967	Dmel\CG9967	CG9967	protein-coding
Elba1_ChIPnexus_peak_334	chr2L	5037683	5037808	+	76	NA	promoter-TSS (NM_001042872)	promoter-TSS (NM_001042872)	36	NM_144359	53471	Dm.20502	NM_144359		SP555	BcDNA:AT09933|CG14041|Dmel\CG14041|NEST:bs13e02|dmSSBa	SP555	protein-coding
Elba1_ChIPnexus_peak_9	chr2L	79371	79526	+	76	NA	Intergenic	Intergenic	3100	NM_134644	33163	Dm.26691	NM_134644		CG11374	Dmel\CG11374	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_5149b	chr3L	20329715	20330008	+	75	NA	Intergenic	IDEFIX_I|LTR|Gypsy	-5873	NM_140950	40236	Dm.15111	NM_140950		Spn77Bc	CG6289|Dmel\CG6289|Spn77	Serpin 77Bc	protein-coding
Elba1_ChIPnexus_peak_8400	chrX	5784442	5784640	+	75	NA	intron (NR_123807, intron 1 of 2)	intron (NR_123807, intron 1 of 2)	9481	NR_123807	19835358		NR_123807		CR45668	Dmel\CR45668|lincRNA.953	ncRNA	ncRNA
Elba1_ChIPnexus_peak_7473	chr3R	24845694	24845837	+	75	NA	5' UTR (NM_143395, exon 1 of 10)	5' UTR (NM_143395, exon 1 of 10)	363	NM_143395	43420	Dm.11054	NM_143395		wat	CG1443|Dmel\CG1443|Wat	waterproof	protein-coding
Elba1_ChIPnexus_peak_2624	chr2R	10071292	10071410	+	75	NA	Intergenic	Intergenic	-1358	NM_137093	36573		NM_137093		CG30069	CG13017|CG8381|Dmel\CG30069	uncharacterized protein	protein-coding
Elba1_ChIPnexus_peak_2362	chr2R	7286659	7286802	+	75	NA	Intergenic	Intergenic	-1793	NM_136839	246397	Dm.19183	NM_136839		sprt	CG30023|CG9026|Dmel\CG30023	sprite	protein-coding
Elba1_ChIPnexus_peak_4967	chr3L	18139523	18139668	+	75	NA	Intergenic	Intergenic	-2428	NM_140775	40007	Dm.20608	NM_140775		CG7330	BcDNA:RE22290|Dmel\CG7330	CG7330	protein-coding
Elba1_ChIPnexus_peak_229	chr2L	3538047	3538235	+	75	NA	non-coding (NR_124052, exon 2 of 2)	non-coding (NR_124052, exon 2 of 2)	297	NR_124052	19836131		NR_124052		CR44308	Dmel\CR44308|lincRNA.21	ncRNA	ncRNA
Elba1_ChIPnexus_peak_7960a	chrU	4621588	4621954	+	75	NA	intron (NM_001316659, intron 4 of 4)	intron (NM_001316659, intron 4 of 4)	11484	NM_001316659	26067056		NM_001316659		WDY	CG40245|CG40449|CG40551|CG40583|CG41020|CG45799|Dmel\CG45799|Dmel_CG40245|Dmel_CG40551|Dmel_CG40583|Dmel_CG41020	WD40 Y	protein-coding
Elba1_ChIPnexus_peak_3959	chr3L	4816745	4816885	+	75	NA	intron (NM_001274501, intron 7 of 13)	intron (NM_001274501, intron 7 of 13)	8872	NM_001274498	38580	Dm.846	NM_079205		Dhc64C	CD|CG7507|Cdhc|DHC|DHC1|DHC64C|DYHC|Dhc|Dhc46C|Dhc64|Dhc64c|Dmel\CG7507|Dynein|FCP-A|Fs(3)Lab|Fs(3)Laborc|Fs(3)Sz18|HMW MAP|Lab|Su(Gl)77|cDhc|cDhc64C|dhc|dhc64C|dhc64c|l(3)64Ca	Dynein heavy chain 64C	protein-coding
Elba1_ChIPnexus_peak_3796	chr3L	2586965	2587070	+	75	NA	promoter-TSS (NM_079987)	promoter-TSS (NM_079987)	-439	NM_079987	44251	Dm.6647	NM_079987		RpL8	CG1263|Dmel\CG1263|L8|M(3)62F|M(3)LS2|RPL8|Rp L8|anon-EST:Posey5|rpL8	Ribosomal protein L8	protein-coding
